LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01004641,Wandsworth 011E,40,140,255,400,c
E01004642,Wandsworth 016B,15,95,370,385,c
E01004643,Wandsworth 016C,10,35,65,935,c
E01004644,Wandsworth 016D,105,115,455,460,c
E01004645,Wandsworth 016E,c,15,30,815,c
E01004646,Westminster 002A,165,140,50,360,c
E01004647,Westminster 001A,45,75,85,560,c
E01004648,Westminster 002B,60,85,110,945,c
E01004649,Westminster 001B,25,50,100,615,c
E01004650,Westminster 002C,30,50,115,820,c
E01004651,Westminster 003A,20,15,15,1265,c
E01004652,Westminster 017A,c,c,10,1020,c
E01004653,Westminster 014A,35,35,220,725,c
E01004654,Westminster 014B,10,45,115,1320,c
E01004656,Westminster 014D,c,30,30,1270,c
E01004657,Westminster 012A,25,20,105,820,c
E01004658,Westminster 012B,c,c,15,1175,c
E01004659,Westminster 008A,c,40,120,935,c
E01004660,Westminster 008B,c,c,20,1095,c
E01004661,Westminster 012C,c,c,55,1030,c
E01004662,Westminster 012D,c,15,80,1040,c
E01004663,Westminster 012E,c,10,100,965,c
E01004665,Westminster 024A,c,c,c,615,c
E01004668,Westminster 023D,c,c,115,565,c
E01004669,Westminster 024B,c,c,c,770,c
E01004670,Westminster 009A,c,10,25,925,c
E01004674,Westminster 005A,15,15,95,705,c
E01004675,Westminster 005B,c,c,15,1165,c
E01004676,Westminster 006A,c,10,55,735,c
E01004677,Westminster 005C,c,10,15,845,c
E01004678,Westminster 005D,10,25,115,740,c
E01004679,Westminster 005E,c,15,25,945,c
E01004680,Westminster 015A,c,30,155,770,c
E01004681,Westminster 016A,c,c,45,1245,c
E01004682,Westminster 016B,c,10,55,795,c
E01004683,Westminster 015B,25,20,170,745,c
E01004684,Westminster 015C,c,10,55,830,c
E01004686,Westminster 015E,c,c,55,1105,c
E01004687,Westminster 019A,15,40,460,635,c
E01004690,Westminster 019D,35,35,375,430,c
E01004691,Westminster 019E,25,55,290,760,c
E01004692,Westminster 019F,15,25,65,940,c
E01004693,Westminster 017B,15,15,135,655,c
E01004694,Westminster 016C,c,10,70,1080,c
E01004695,Westminster 017C,c,10,20,760,c
E01004696,Westminster 017D,c,c,15,795,c
E01004697,Westminster 016D,c,c,55,775,c
E01004698,Westminster 017E,c,35,60,875,c
E01004699,Westminster 017F,c,c,50,1240,c
E01004700,Westminster 016E,c,c,30,930,c
E01004701,Westminster 007A,c,15,c,915,c
E01004702,Westminster 009E,c,c,25,1350,c
E01004703,Westminster 007B,20,90,125,835,c
E01004705,Westminster 007D,c,10,15,685,c
E01004706,Westminster 006B,c,c,c,765,c
E01004707,Westminster 006C,c,30,20,790,c
E01004708,Westminster 006D,c,c,40,775,c
E01004709,Westminster 007E,c,25,40,740,c
E01004710,Westminster 002D,c,c,20,750,c
E01004711,Westminster 002E,c,c,c,885,c
E01004712,Westminster 008C,c,10,30,1070,c
E01004713,Westminster 011A,c,25,135,900,c
E01004714,Westminster 011B,15,10,115,1505,c
E01004715,Westminster 013A,c,c,15,1055,c
E01004716,Westminster 011C,c,c,105,825,c
E01004717,Westminster 011D,c,c,25,1105,c
E01004718,Westminster 004A,20,25,165,665,c
E01004719,Westminster 004B,30,65,440,290,c
E01004720,Westminster 004C,20,50,520,290,c
E01004721,Westminster 004D,25,30,190,665,c
E01004722,Westminster 004E,25,55,55,775,c
E01004723,Westminster 005F,15,15,45,970,c
E01004724,Westminster 001C,c,c,50,965,c
E01004725,Westminster 003B,c,c,c,850,c
E01004726,Westminster 003C,75,60,35,780,c
E01004727,Westminster 008D,15,10,65,1175,c
E01004728,Westminster 003D,c,c,25,850,c
E01004729,Westminster 003E,c,20,40,775,c
E01004730,Westminster 001D,c,10,20,960,c
E01004731,Westminster 020A,15,c,65,1650,c
E01004732,Westminster 020B,c,c,c,810,c
E01004733,Westminster 020C,c,15,130,1295,c
E01004734,Westminster 018A,c,c,15,1665,c
E01004735,Westminster 018B,c,c,c,2000,c
E01004736,Westminster 018C,c,10,70,1225,c
E01004737,Westminster 024C,c,c,45,750,c
E01004740,Westminster 021A,c,c,10,770,c
E01004741,Westminster 024F,c,c,c,795,c
E01004742,Westminster 022A,c,c,70,780,c
E01004743,Westminster 021B,c,c,c,955,c
E01004744,Westminster 020D,c,c,10,895,c
E01004746,Westminster 021D,c,c,15,790,c
E01004747,Westminster 021E,c,c,35,1270,c
E01004748,Westminster 020E,c,c,c,690,c
E01004749,Westminster 022B,c,20,140,1185,c
E01004750,Westminster 023E,c,10,40,1130,c
E01004751,Westminster 022C,c,c,140,885,c
E01004752,Westminster 022D,c,c,c,930,c
E01004753,Westminster 022E,10,c,65,1050,c
E01004754,Westminster 010A,c,c,c,705,c
E01004755,Westminster 010B,c,15,15,1150,c
E01004756,Westminster 006E,c,c,20,875,c
E01004757,Westminster 010C,c,c,15,660,c
E01004760,Westminster 014E,c,c,20,780,c
E01004761,Westminster 018D,15,25,170,1775,c
E01004762,Westminster 011E,10,50,140,1655,c
E01004763,Westminster 013B,c,c,25,1910,c
E01004765,Westminster 013D,c,15,30,1355,c
E01032512,Westminster 010F,c,c,c,975,c
E01032513,Westminster 010G,c,c,c,550,c
E01032562,Bromley 040D,40,150,380,85,c
E01032563,Bromley 040E,245,180,90,90,c
E01032564,Lewisham 037E,25,90,315,75,c
E01032565,Lewisham 038E,10,135,325,180,c
E01032566,Bexley 029D,25,285,180,305,c
E01032567,Greenwich 033D,20,160,345,95,c
E01032568,Bromley 041E,15,205,320,120,c
E01032569,Croydon 045E,30,195,130,360,c
E01032570,Bromley 042D,345,160,15,270,c
E01032572,Ealing 040D,15,55,140,605,c
E01032573,Hounslow 029E,30,85,125,750,c
E01032574,Enfield 037E,55,110,380,185,c
E01032575,Haringey 037D,40,65,170,440,c
E01032576,Harrow 032E,15,170,325,20,c
E01032577,Hillingdon 033E,65,420,105,30,c
E01032579,Lewisham 039E,c,10,30,1010,c
E01032580,Barking and Dagenham 023F,30,115,245,115,c
E01032581,Redbridge 034G,45,220,275,220,c
E01032582,Lambeth 036E,c,25,65,1740,c
E01032583,Southwark 034D,c,c,15,1020,c
E01032584,Southwark 034E,c,c,30,605,c
E01032623,Sutton 025E,555,45,c,20,c
E01032637,Southwark 035E,c,c,c,715,c
E01032638,Southwark 035D,c,c,c,715,45
E01032639,Southwark 014F,c,15,90,700,c
E01032640,Southwark 035B,c,c,35,755,c
E01032646,Southwark 036B,c,15,35,885,c
E01032719,Southwark 014G,c,c,25,870,c
E01032739,City of London 001F,c,c,20,1605,c
E01032740,City of London 001G,c,c,20,1505,c
E01032741,Havering 013E,10,50,15,740,c
E01032742,Havering 013F,40,150,55,650,c
E01032743,Ealing 010F,15,75,45,695,20
E01032744,Ealing 010G,c,140,60,335,c
E01032764,Tower Hamlets 004E,10,20,55,1140,c
E01032765,Tower Hamlets 004F,10,35,120,615,c
E01032767,Tower Hamlets 021F,c,15,20,935,c
E01032768,Tower Hamlets 025E,c,c,15,755,20
E01032769,Tower Hamlets 025F,c,10,25,720,c
E01032770,Tower Hamlets 032B,c,c,25,1180,c
E01032771,Tower Hamlets 033B,c,c,15,1115,c
E01032772,Tower Hamlets 032C,c,30,35,1505,c
E01032774,Tower Hamlets 032E,c,c,40,735,c
E01032775,Tower Hamlets 031F,c,c,c,630,c
E01032776,Tower Hamlets 034D,c,c,c,1325,c
E01032777,Tower Hamlets 035A,c,c,20,650,c
E01032779,Tower Hamlets 035C,c,c,c,800,c
E01032780,Tower Hamlets 035D,c,10,35,1390,80
E01032781,Tower Hamlets 033C,c,c,c,890,c
E01032782,Tower Hamlets 033D,c,c,c,1705,c
E01032783,Tower Hamlets 031G,c,25,125,475,c
E01032784,Tower Hamlets 004G,25,c,65,705,c
E01032785,Tower Hamlets 010E,c,c,15,1095,c
E01032786,Tower Hamlets 010F,c,c,c,650,c
E01032787,Tower Hamlets 011F,c,20,55,735,c
E01032788,Hammersmith and Fulham 023D,c,15,70,760,c
E01032789,Hammersmith and Fulham 023E,c,c,c,740,c
E01032790,Hammersmith and Fulham 023F,c,c,10,660,c
E01032803,Southwark 036C,c,c,c,915,c
E01032834,Southwark 035C,c,c,c,825,c
E01033000,Hounslow 025F,25,65,90,455,c
E01033030,Hounslow 025G,c,c,15,735,c
E01033081,Hounslow 031D,c,10,35,765,25
E01033082,Hounslow 031C,c,c,c,665,25
E01033083,Hounslow 018F,c,c,c,930,c
E01033084,Hounslow 018G,30,75,85,575,c
E01033086,Haringey 020F,c,15,40,465,c
E01033098,Wandsworth 038C,c,c,c,1520,c
E01033099,Wandsworth 004E,c,c,20,995,c
E01033100,Wandsworth 039B,c,c,35,930,c
E01033132,Wandsworth 038D,c,c,c,1545,15
E01033133,Wandsworth 004G,c,c,c,745,10
E01033135,Wandsworth 010G,c,15,205,275,c
E01033146,Enfield 025F,40,110,195,255,c
E01033148,Enfield 003F,110,130,270,195,c
E01033150,Enfield 003G,30,50,95,525,c
E01033151,Enfield 025G,20,55,75,395,c
E01033208,Lambeth 004G,c,c,c,1385,c
E01033320,Lewisham 017E,10,60,235,400,c
E01033322,Lewisham 017F,c,30,60,525,c
E01033324,Lewisham 008E,25,70,330,240,c
E01033325,Lewisham 008F,c,c,c,775,c
E01033327,Lewisham 041B,c,60,205,780,c
E01033341,Lewisham 041C,25,40,55,485,c
E01033455,Brent 031G,15,35,90,440,c
E01033456,Brent 027F,30,105,205,575,c
E01033457,Brent 035A,50,170,20,370,c
E01033463,Brent 003G,70,695,120,50,c
E01033485,Brent 031H,20,70,110,605,c
E01033486,Islington 011E,c,10,50,395,c
E01033487,Islington 011F,c,c,c,650,c
E01033488,Islington 011G,c,c,20,655,c
E01033489,Islington 022G,c,c,15,875,c
E01033490,Islington 022H,c,c,10,685,c
E01033491,Islington 011H,c,15,70,1035,c
E01033493,Islington 006F,c,c,20,720,c
E01033494,Islington 006G,10,15,275,375,c
E01033569,Kingston upon Thames 004G,70,135,65,610,c
E01033570,Richmond upon Thames 004G,25,30,100,780,c
E01033571,Richmond upon Thames 004H,85,210,105,230,c
E01033579,Newham 040C,c,10,50,1040,c
E01033580,Newham 042A,c,30,115,505,c
E01033581,Newham 041A,25,60,215,530,c
E01033582,Newham 041B,10,20,45,590,c
E01033584,Newham 034I,15,60,115,395,c
E01033586,Newham 040D,15,105,140,665,65
E01033587,Barking and Dagenham 021E,c,c,20,1035,c
E01033589,Redbridge 039B,15,15,20,665,c
E01033590,Redbridge 037C,15,60,80,275,c
E01033591,Redbridge 039A,55,125,320,545,c
E01033592,Redbridge 037D,45,215,275,105,c
E01033593,Westminster 015F,c,c,c,1565,c
E01033594,Westminster 015G,c,15,105,955,c
E01033597,Westminster 023F,c,c,c,735,c
E01033598,Westminster 009F,c,c,c,615,c
E01033599,Westminster 023G,c,c,c,645,c
E01033601,Westminster 009G,c,15,55,600,c
E01033602,Westminster 009H,c,c,10,670,c
E01033603,Westminster 009I,c,c,15,650,c
E01033604,Westminster 009J,c,c,35,615,c
E01033605,Westminster 009K,c,c,10,810,c
E01033699,Hackney 030A,c,15,50,725,c
E01033700,Hackney 030B,15,20,70,1155,c
E01033702,Hackney 028C,c,15,45,560,c
E01033703,Hackney 010F,15,25,45,580,c
E01033704,Hackney 023F,c,20,60,1075,c
E01033705,Hackney 028D,15,20,90,470,c
E01033706,Hackney 033B,c,c,10,915,c
E01033708,Hackney 033C,c,c,35,1255,c
E01033709,Hackney 032B,c,c,c,1070,c
E01033710,Hackney 028E,c,c,15,515,c
E01033711,Hackney 032C,c,c,15,1115,c
E01033712,Hackney 023G,c,15,90,645,c
E01033713,Hackney 010G,c,15,60,595,c
E01033727,Greenwich 035B,15,45,115,845,c
E01033728,Greenwich 035C,c,10,65,865,c
E01033729,Greenwich 030E,15,195,100,475,c
E01033732,Greenwich 041E,c,15,35,430,c
E01033734,Greenwich 039B,c,20,100,560,c
E01033735,Greenwich 042D,c,c,c,630,c
E01033736,Greenwich 039A,c,c,c,1305,c
E01033737,Greenwich 042B,15,45,90,785,c
E01033738,Greenwich 037D,20,40,310,425,c
E01033739,Greenwich 002E,c,25,50,580,c
E01033740,Greenwich 002F,35,120,210,200,c
E01033741,Greenwich 002G,60,155,200,250,c
E01033742,Greenwich 007F,25,50,60,465,c
E01033743,Greenwich 002H,50,170,250,215,c
E01033744,Greenwich 007G,40,125,240,280,c
E01033745,Greenwich 002I,55,190,280,85,c
E01033746,Greenwich 038E,10,55,340,330,c
E01033784,Havering 007F,60,350,145,160,c
E01033785,Havering 007G,25,65,85,500,c
E01033786,Havering 017G,c,15,35,555,c
E01033787,Havering 017H,c,c,35,555,c
E01033788,Havering 017I,c,180,215,130,c
E01033789,Bexley 008H,20,265,140,205,c
E01033790,Bexley 008I,20,170,250,75,c
E01033791,Bexley 019G,20,65,75,520,c
E01033792,Bexley 019H,100,150,170,190,c
E01033862,Lambeth 003F,c,c,c,1065,c
E01033863,Lambeth 003G,c,c,25,635,c
E01033864,Lambeth 004H,c,20,80,415,c
E01033865,Lambeth 004I,c,20,60,770,c
E01033866,Lambeth 004J,c,c,c,900,c
E01033867,Southwark 002F,c,20,45,635,c
E01033868,Southwark 002G,c,c,20,790,c
E01033869,Southwark 004F,c,c,c,665,c
E01033870,Southwark 004G,c,c,20,905,c
E01033871,Southwark 004H,c,30,180,505,c
E01033872,Southwark 004I,c,c,20,690,c
E01033873,Southwark 009G,c,c,c,700,c
E01033874,Southwark 009H,c,c,c,730,c
E01033875,Southwark 012G,c,c,20,665,c
E01033876,Southwark 012H,c,c,40,690,c
E01033877,Southwark 012I,c,c,45,655,c
E01033878,Southwark 015F,c,c,85,350,c
E01033879,Southwark 015G,10,10,40,815,c
E01033880,Southwark 015H,15,40,75,455,c
E01033881,Southwark 016F,c,10,130,605,c
E01033882,Southwark 022G,20,40,200,360,c
E01033883,Southwark 022H,10,30,135,625,c
E01033884,Southwark 035A,c,c,c,795,c
E01033885,Southwark 036A,c,c,c,675,c
E01033911,Barnet 017E,175,320,75,125,c
E01033912,Barnet 017F,30,135,185,375,c
E01033913,Barnet 024G,c,35,70,445,c
E01033914,Barnet 024H,20,85,210,290,c
E01033915,Barnet 042A,c,c,c,615,c
E01033916,Barnet 042B,10,30,105,550,c
E01033917,Barnet 042C,c,c,c,805,c
E01033918,Barnet 042D,c,c,25,665,c
E01033919,Barnet 042E,c,c,c,735,c
E01033920,Barnet 042F,c,45,50,580,c
E01033921,Barnet 043A,c,c,c,720,c
E01033922,Barnet 043B,c,25,35,655,c
E01033923,Barnet 043C,15,95,40,450,c
E01033924,Barnet 043D,15,40,85,460,c
E01033925,Barnet 043E,c,230,20,390,c
E01033926,Enfield 014E,60,80,245,645,10
E01033927,Enfield 020F,15,20,50,650,c
E01033928,Enfield 020G,20,60,30,510,c
E01033929,Brent 002F,c,10,35,625,c
E01033930,Brent 002G,20,315,80,190,c
E01033931,Brent 009F,c,25,40,440,c
E01033932,Brent 009G,50,55,115,325,c
E01033933,Brent 010G,40,75,240,85,c
E01033934,Brent 010H,65,130,200,95,c
E01033935,Brent 020F,30,130,80,340,c
E01033936,Brent 020G,15,30,65,500,c
E01033937,Brent 027G,15,15,90,410,c
E01033938,Brent 027H,10,25,70,410,c
E01033939,Brent 027I,c,c,c,965,c
E01033940,Brent 035B,c,c,c,845,c
E01033941,Brent 035C,c,c,c,785,c
E01033942,Brent 035D,c,c,c,1890,c
E01033943,Haringey 015E,40,100,220,395,c
E01033944,Haringey 015F,10,20,80,715,c
E01033945,Haringey 020G,c,20,60,615,c
E01033946,Haringey 020H,c,c,c,710,c
E01034026,Ealing 015F,c,c,c,675,c
E01034027,Ealing 015G,15,60,60,790,c
E01034028,Ealing 019F,25,30,c,600,c
E01034029,Ealing 019G,c,60,20,675,c
E01034030,Ealing 042A,35,25,50,910,c
E01034031,Ealing 042B,c,c,c,790,c
E01034032,Hounslow 006G,40,90,180,480,c
E01034033,Hounslow 006H,c,10,30,830,15
E01034034,Hounslow 014F,c,40,125,470,c
E01034035,Hounslow 014G,20,95,425,140,c
E01034036,Hounslow 015F,10,15,30,775,c
E01034037,Hounslow 015G,15,155,70,480,c
E01034038,Hounslow 017F,15,50,25,475,c
E01034039,Hounslow 017G,20,95,100,335,c
E01034040,Hounslow 018H,30,120,70,365,c
E01034041,Hounslow 018I,55,160,105,120,c
E01034042,Hounslow 030A,c,15,50,680,c
E01034043,Hounslow 030B,c,10,10,675,c
E01034044,Hounslow 030C,c,c,c,640,15
E01034045,Hounslow 031A,c,c,c,885,c
E01034046,Hounslow 031B,10,60,140,545,c
E01034139,Croydon 015F,35,120,90,495,c
E01034140,Croydon 015G,10,15,30,510,c
E01034141,Croydon 020F,c,10,c,610,c
E01034142,Croydon 020G,c,30,30,640,c
E01034143,Croydon 020H,c,c,c,730,c
E01034144,Croydon 024F,15,45,145,410,c
E01034145,Croydon 024G,15,80,110,525,c
E01034146,Croydon 024H,c,c,20,600,c
E01034147,Croydon 046A,c,c,c,685,c
E01034148,Croydon 046B,c,c,c,935,c
E01034149,Croydon 046C,15,40,40,1065,c
E01034150,Croydon 046D,c,10,20,685,c
E01034151,Croydon 046E,c,15,25,745,c
E01034152,Croydon 047B,30,75,130,585,c
E01034153,Sutton 004F,55,115,105,330,c
E01034154,Sutton 004G,10,35,180,505,c
E01034155,Sutton 012F,15,120,85,685,c
E01034156,Sutton 012G,c,c,10,740,c
E01034173,Greenwich 005F,25,60,180,455,c
E01034174,Greenwich 034F,c,65,75,480,c
E01034175,Greenwich 034G,c,c,15,695,c
E01034176,Greenwich 034H,15,205,335,65,c
E01034177,Greenwich 034I,15,45,90,540,c
E01034178,Greenwich 035E,c,c,c,925,c
E01034179,Greenwich 035F,c,c,15,555,c
E01034180,Greenwich 035G,c,c,c,535,c
E01034181,Greenwich 035H,c,c,c,805,c
E01034182,Greenwich 035I,c,c,25,765,c
E01034183,Greenwich 037E,c,25,195,525,c
E01034184,Greenwich 037F,c,c,90,575,c
E01034185,Greenwich 037G,10,45,255,295,c
E01034186,Greenwich 039C,c,c,c,810,c
E01034187,Greenwich 039D,c,c,15,730,c
E01034188,Greenwich 040A,c,c,c,800,c
E01034189,Greenwich 040B,c,10,45,540,c
E01034190,Greenwich 040C,15,60,200,505,c
E01034191,Greenwich 040D,c,c,25,800,c
E01034192,Greenwich 040E,25,70,380,660,c
E01034193,Greenwich 041A,c,c,c,1015,c
E01034194,Greenwich 041B,c,c,c,670,c
E01034195,Greenwich 041C,c,c,c,540,c
E01034196,Greenwich 041D,c,c,c,615,c
E01034198,Greenwich 042C,20,80,225,700,c
E01034199,Newham 012E,15,20,70,650,c
E01034200,Newham 012F,c,c,20,785,c
E01034201,Newham 022E,35,40,160,205,c
E01034202,Newham 022F,60,55,255,160,c
E01034203,Newham 025E,25,c,20,445,c
E01034204,Newham 025F,55,65,270,195,c
E01034205,Newham 033E,30,75,130,345,c
E01034206,Newham 033F,10,30,55,650,c
E01034207,Newham 033G,c,c,c,850,c
E01034208,Newham 034J,25,50,115,540,c
E01034209,Newham 034K,c,c,10,790,c
E01034210,Newham 034L,15,25,75,715,c
E01034211,Newham 034M,c,c,c,990,c
E01034212,Newham 034N,c,c,c,1125,c
E01034213,Newham 038A,c,10,100,635,c
E01034214,Newham 038B,c,c,15,800,c
E01034215,Newham 038C,c,c,c,755,c
E01034216,Newham 038D,c,10,35,655,c
E01034217,Newham 038E,c,c,20,725,c
E01034218,Newham 039B,25,40,185,440,c
E01034219,Newham 039C,c,c,10,695,c
E01034220,Newham 039D,c,c,c,855,c
E01034221,Newham 039E,c,20,110,705,c
E01034222,Newham 040A,c,c,c,790,c
E01034223,Newham 040B,c,c,c,800,c
E01034224,Newham 041D,30,55,165,385,c
E01034225,Newham 042B,c,25,55,780,c
E01034226,Newham 042C,c,c,c,665,c
E01034227,Newham 042D,c,c,c,865,c
E01034228,Newham 042E,c,10,50,655,c
E01034229,Newham 042F,25,70,105,525,c
E01034230,Newham 042G,c,c,c,835,c
E01034231,Newham 042H,c,c,25,725,c
E01034383,Bromley 005F,10,20,60,565,c
E01034384,Bromley 005G,15,20,50,555,c
E01034385,Bromley 018F,70,280,35,255,c
E01034386,Bromley 018G,c,30,10,695,c
E01034387,Lewisham 001F,c,c,c,915,c
E01034388,Lewisham 001G,10,20,60,585,c
E01034389,Lewisham 001H,10,15,45,710,c
E01034390,Lewisham 020F,15,20,65,630,c
E01034391,Lewisham 020G,30,145,155,340,c
E01034392,Lewisham 040A,15,15,125,590,c
E01034393,Lewisham 040B,c,c,c,675,c
E01034394,Lewisham 040C,c,c,c,745,c
E01034395,Lewisham 040D,c,25,65,715,c
E01034469,Barking and Dagenham 004F,30,100,300,125,c
E01034470,Barking and Dagenham 004G,40,110,305,35,c
E01034471,Barking and Dagenham 008G,40,120,230,400,c
E01034472,Barking and Dagenham 008H,c,10,15,645,c
E01034473,Barking and Dagenham 015E,20,25,100,330,c
E01034474,Barking and Dagenham 015F,c,20,20,855,c
E01034475,Barking and Dagenham 019F,45,130,290,140,c
E01034476,Barking and Dagenham 019G,35,90,210,200,c
E01034477,Barking and Dagenham 019H,10,40,65,460,c
E01034478,Barking and Dagenham 019I,c,c,55,435,c
E01034479,Barking and Dagenham 021G,c,c,30,735,c
E01034480,Redbridge 023E,15,40,75,290,c
E01034481,Redbridge 023F,25,80,220,160,c
E01034482,Redbridge 032F,c,c,c,425,c
E01034483,Redbridge 032G,c,c,c,660,c
E01034484,Redbridge 032H,40,65,290,160,c
E01034485,Waltham Forest 014F,25,60,550,175,c
E01034486,Waltham Forest 014G,c,c,10,930,c
E01034487,Waltham Forest 020H,15,20,50,380,c
E01034488,Waltham Forest 020I,20,40,100,520,c
E01034576,Kingston upon Thames 004H,c,10,45,610,c
E01034577,Kingston upon Thames 004I,c,c,c,720,c
E01034578,Merton 001F,c,60,170,240,c
E01034579,Merton 001G,20,25,130,790,10
E01034580,Merton 005F,c,55,160,425,c
E01034581,Merton 005G,15,30,70,635,c
E01034589,Harrow 002F,70,410,40,130,c
E01034590,Harrow 002G,c,c,c,695,c
E01034591,Harrow 013F,20,85,195,250,c
E01034592,Harrow 013G,25,95,20,270,c
E01034593,Harrow 015E,65,240,100,145,c
E01034594,Harrow 015F,20,255,140,80,c
E01034595,Harrow 023E,25,90,c,430,c
E01034596,Harrow 023F,c,c,c,620,c
E01034597,Harrow 023G,30,45,c,590,c
E01034598,Harrow 023H,c,10,c,695,c
E01034599,Harrow 027E,25,200,160,210,c
E01034600,Harrow 027F,10,35,75,780,c
E01034601,Hillingdon 015G,85,175,55,320,c
E01034602,Hillingdon 015H,20,110,45,495,c
E01034603,Hillingdon 015I,135,70,90,250,c
E01034604,Hillingdon 015J,65,105,125,365,c
E01034605,Hillingdon 015K,30,220,180,205,c
E01034606,Hillingdon 016G,50,150,125,180,c
E01034607,Hillingdon 016H,70,210,150,195,c
E01034608,Hillingdon 022G,45,85,175,745,20
E01034609,Hillingdon 022H,20,55,50,810,c
E01034610,Hillingdon 027G,35,135,165,255,c
E01034611,Hillingdon 027H,10,90,95,250,c
E01034612,Hillingdon 027I,25,345,125,150,c
E01034613,Hillingdon 027J,c,15,30,615,c
E01034614,Hillingdon 028F,c,100,105,615,c
E01034615,Hillingdon 028G,35,225,350,115,c
E01034616,Hillingdon 030F,20,35,40,655,50
E01034617,Hillingdon 030G,85,245,30,420,c
E01035484,Hammersmith and Fulham 001F,15,35,120,550,c
E01035485,Hammersmith and Fulham 001G,10,20,45,860,20
E01035486,Hammersmith and Fulham 023G,c,c,20,1415,c
E01035487,Hammersmith and Fulham 023H,c,25,100,780,c
E01035488,Wandsworth 004H,c,c,25,950,10
E01035489,Wandsworth 004I,c,c,c,940,c
E01035490,Wandsworth 010H,40,30,75,840,25
E01035491,Wandsworth 010I,c,c,40,655,c
E01035492,Wandsworth 010J,c,c,15,945,c
E01035493,Wandsworth 010K,c,10,40,990,c
E01035494,Wandsworth 018E,c,15,25,995,c
E01035495,Wandsworth 018F,c,c,c,530,c
E01035496,Wandsworth 038A,c,c,c,1155,10
E01035497,Wandsworth 038B,c,c,c,895,c
E01035498,Wandsworth 038E,c,c,c,950,c
E01035499,Wandsworth 039C,c,c,15,610,c
E01035638,Hackney 002G,c,c,c,965,c
E01035639,Hackney 002H,c,c,10,855,c
E01035640,Hackney 020F,c,40,110,555,c
E01035641,Hackney 020G,c,c,20,615,c
E01035642,Hackney 025G,c,c,c,870,20
E01035643,Hackney 025H,c,25,35,710,c
E01035644,Hackney 025I,c,c,c,695,c
E01035645,Hackney 025J,c,15,25,595,c
E01035646,Hackney 026E,10,25,85,620,c
E01035647,Hackney 026F,c,c,c,650,20
E01035648,Hackney 026G,c,c,25,715,c
E01035649,Hackney 026H,c,c,15,735,c
E01035650,Hackney 031C,35,55,165,825,c
E01035651,Islington 007E,c,c,60,700,c
E01035652,Islington 007F,c,c,60,625,c
E01035653,Islington 011J,c,c,c,840,c
E01035654,Islington 011K,c,c,30,505,c
E01035655,Islington 020F,c,35,215,585,c
E01035656,Islington 020G,c,c,35,855,c
E01035657,Tower Hamlets 001E,c,c,c,525,c
E01035658,Tower Hamlets 001F,c,c,c,595,c
E01035659,Tower Hamlets 001G,c,20,80,525,c
E01035660,Tower Hamlets 002E,c,15,15,580,c
E01035661,Tower Hamlets 002F,c,c,35,475,c
E01035662,Tower Hamlets 004H,c,c,c,695,c
E01035663,Tower Hamlets 004I,c,15,140,440,c
E01035664,Tower Hamlets 006E,c,15,300,870,c
E01035665,Tower Hamlets 008F,c,c,c,715,c
E01035666,Tower Hamlets 008G,c,c,15,770,c
E01035667,Tower Hamlets 008H,c,c,10,720,c
E01035668,Tower Hamlets 009E,20,20,130,760,c
E01035669,Tower Hamlets 009F,c,c,10,780,c
