Ward code,Ward name,Total population,Under 15 years,15 to 64 years,65 years and older,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure,Total: All dwellings,Total: Occupied dwellings,Unoccupied dwellings,Total: All households,One-person household,One-person household: Aged 66 years and over,One-person household: Other,Single family household,Other household types
E05011468,Fairfield,14589,2699,11322,568,75.0,335.0,555.0,6785.0,0.0,7810,6910,895.0,6928.0,2604.0,214.0,2390.0,3703.0,621.0
E05011469,Kenley,11656,2290,7183,2183,1800.0,1430.0,385.0,945.0,0.0,4580,4385,200.0,4387.0,895.0,401.0,494.0,3175.0,317.0
E05011470,New Addington North,11697,3235,7248,1214,140.0,1115.0,1430.0,1350.0,0.0,4035,3890,140.0,3901.0,853.0,444.0,409.0,2695.0,353.0
E05011471,New Addington South,10562,2456,6689,1417,70.0,2130.0,795.0,995.0,0.0,4020,3790,225.0,3791.0,869.0,410.0,459.0,2582.0,340.0
E05011472,Norbury & Pollards Hill,13581,2553,9114,1914,335.0,1285.0,1900.0,1810.0,10.0,5330,5020,310.0,5034.0,1338.0,505.0,833.0,2976.0,720.0
E05011473,Norbury Park,9086,1696,5823,1567,355.0,1725.0,640.0,430.0,0.0,3155,3010,155.0,3010.0,586.0,276.0,310.0,1922.0,502.0
E05011474,Old Coulsdon,10848,2171,6302,2375,1380.0,1805.0,665.0,585.0,0.0,4420,4245,180.0,4245.0,1019.0,654.0,365.0,2973.0,253.0
E05011475,Park Hill & Whitgift,7557,1439,4960,1158,650.0,215.0,495.0,2090.0,0.0,3450,3225,230.0,3241.0,1089.0,397.0,692.0,1897.0,255.0
E05011476,Purley & Woodcote,17229,3210,10832,3187,2425.0,1255.0,650.0,2815.0,0.0,7175,6630,545.0,6637.0,1735.0,717.0,1018.0,4324.0,578.0
E05011477,Purley Oaks & Riddlesdown,9609,1891,6223,1495,840.0,1275.0,540.0,1315.0,0.0,3970,3745,230.0,3749.0,887.0,323.0,564.0,2565.0,297.0
E05011478,Sanderstead,14404,2730,8269,3405,2275.0,2330.0,305.0,665.0,0.0,5600,5445,135.0,5441.0,1167.0,777.0,390.0,3873.0,401.0
E05011479,Selhurst,11503,2744,7669,1090,225.0,750.0,1225.0,2650.0,0.0,4855,4575,280.0,4595.0,1471.0,390.0,1081.0,2616.0,508.0
E05011480,Selsdon & Addington Village,10801,1961,6689,2151,760.0,2230.0,400.0,800.0,0.0,4210,4055,160.0,4060.0,966.0,505.0,461.0,2704.0,390.0
E05011481,Selsdon Vale & Forestdale,9856,1876,5888,2092,660.0,1205.0,1460.0,940.0,0.0,4270,4120,150.0,4114.0,1203.0,612.0,591.0,2647.0,264.0
E05011482,Shirley North,14602,2616,8895,3091,1230.0,2370.0,1210.0,1220.0,0.0,6020,5795,225.0,5793.0,1560.0,880.0,680.0,3756.0,477.0
E05011483,Shirly South,9602,2025,5905,1672,345.0,1865.0,375.0,965.0,0.0,3565,3435,130.0,3439.0,650.0,345.0,305.0,2490.0,299.0
E05011484,South Croydon,18079,3552,12476,2051,1080.0,1250.0,1230.0,4850.0,0.0,8410,7790,625.0,7851.0,2645.0,641.0,2004.0,4595.0,611.0
E05011485,South Norwood,18216,3732,12555,1929,235.0,1175.0,1735.0,5260.0,0.0,8415,7840,580.0,7866.0,2809.0,621.0,2188.0,4349.0,708.0
E05011486,Thornton Heath,17566,3589,12095,1882,305.0,1370.0,2485.0,3105.0,20.0,7305,6810,500.0,6818.0,2047.0,573.0,1474.0,3965.0,806.0
E05011487,Waddon,18476,4170,12438,1868,325.0,1740.0,1640.0,4060.0,0.0,7775,7260,510.0,7290.0,2297.0,688.0,1609.0,4246.0,747.0
E05011488,West Thornton,18762,4311,12515,1936,470.0,1265.0,2680.0,2480.0,15.0,6900,6455,450.0,6495.0,1626.0,465.0,1161.0,3807.0,1062.0
E05011489,Woodside,17059,3451,12014,1594,245.0,1205.0,3200.0,2740.0,0.0,7405,6905,495.0,6925.0,2055.0,501.0,1554.0,4183.0,687.0
