ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490013585Q,The Vineyard,E0034774,Richmond,-0.29679,51.45968,active
490013585N,The Vineyard,E0034774,Richmond,-0.29692,51.45965,active
490013587E,Homefield Close,E0034521,Yeading,-0.3932,51.52631,active
490013587W,Homefield Close,E0034521,Yeading,-0.39383,51.52646,active
490013588N,Locks Lane,E0034687,Mitcham,-0.16021,51.41166,active
490013565S1,Locks Lane,E0034687,Mitcham,-0.16079,51.41122,active
490013554W,Thesiger Road,N0065189,Penge & Sydenham,-0.0489,51.41588,active
490013592N,Well Hall Road / Dunblane Road,E0034336,Shooters Hill,0.05227,51.46661,active
490013592S,Well Hall Road / Dunblane Road,E0034336,Shooters Hill,0.05269,51.46691,active
490013593WL,London Wetland Centre,E0034751,Barnes,-0.23543,51.47623,active
490013595S,Bordars Road,E0034263,Greenford,-0.3401,51.52209,active
490013596W,Craneswater,N0065139,Cranford Park,-0.42081,51.481,active
490013596E,Craneswater,N0065139,Cranford Park,-0.41974,51.48131,active
490013597Q,Holmwood Road,E0034608,Hook,-0.30733,51.36545,active
490013597N,Holmwood Road,E0034608,Hook,-0.30735,51.36608,active
490000781Y,St Aubyns Gardens,E0034128,Orpington,0.09419,51.36956,active
490000781Z,St Aubyns Gardens,E0034128,Orpington,0.09345,51.37032,active
490013600C,Albany Street,E0034946,Regents Park,-0.14446,51.52436,active
490013601S,Whittington Way,E0034431,Pinner,-0.38175,51.58652,active
490013601N,Whittington Way,E0034431,Pinner,-0.38221,51.58577,active
490013603C,Purley Oaks Station,E0034235,South Croydon,-0.10023,51.34982,active
490013603N,Purley Oaks Station,E0034235,South Croydon,-0.10136,51.34871,active
490013605N,Mosaic & The Woodlands,N0060485,Stanmore,-0.31432,51.61969,active
490013605G,Mosaic & The Woodlands,N0060485,Stanmore,-0.31354,51.61936,active
490013606N,The Woodman,N0075227,Eastcote Village,-0.40788,51.58925,active
490013607E,The Slade / Ravine Grove,E0034335,Plumstead Common,0.08866,51.48025,active
490013607W,The Slade / Ravine Grove,E0034335,Plumstead Common,0.08843,51.48002,active
490013608S,Rosehill Tudor Drive,N0060708,Rosehill,-0.21065,51.38633,active
490013610N1,Thicket Road Anerley,E0034067,Anerley,-0.07029,51.41437,active
490013610S,Thicket Road Anerley,E0034067,Anerley,-0.06988,51.41422,active
490012566W,Oakhill Road Sutton,N0065114,Sutton,-0.18825,51.36958,active
490013611E,Oakhill Road Sutton,N0065114,Sutton,-0.12319,51.40914,active
490013612W,Third Avenue (W3),E0034250,East Acton,-0.24883,51.50661,active
490013613E,Third Avenue (W10),E0034604,West Kilburn,-0.20904,51.52678,active
490013614W,Third Way,N0075255,Tokyngton,-0.27084,51.55575,active
490013615Q,Thomas Lane,E0034659,Catford,-0.02268,51.44636,active
490013617S,Kidbrooke Park Road / Aldi Store,E0034330,Kidbrooke,0.0281,51.46428,active
490013617N,Kidbrooke Park Road / Aldi Store,E0034330,Kidbrooke,0.02757,51.46369,active
490013606S,Wiltshire Lane,N0075227,Eastcote Village,-0.4076,51.58957,active
490013620E,Thornbury Road,E0034546,Isleworth,-0.34465,51.47403,active
490013621N,Thorncliffe Road,E0034630,Clapham Park,-0.13055,51.45166,active
490013621S,Thorncliffe Road,E0034630,Clapham Park,-0.13064,51.45094,active
490013623N,Thorne Road,E0034640,South Lambeth,-0.1232,51.47679,active
490013623S,Thorne Road,E0034640,South Lambeth,-0.12343,51.47822,active
490013624S,Thornford Road,E0034665,Hither Green,-0.0089,51.45451,active
490013624N,Thornford Road,E0034665,Hither Green,-0.00826,51.45367,active
490013608N2,Rosehill Sutton Common Road,N0060708,Rosehill,-0.21226,51.38518,active
490013626S,Thornham Grove,N0060322,Stratford New Town,-0.00139,51.54725,active
490003260N,Thornham Grove,N0060322,Stratford New Town,-0.00239,51.54777,active
490013627S,Thornhill Avenue,E0034335,Plumstead Common,0.09386,51.47594,active
490013627N,Thornhill Avenue,E0034335,Plumstead Common,0.0936,51.47647,active
490013628N,Thornhill Road Surbiton,E0034622,Southborough,-0.30222,51.3793,active
490013628S,Thornhill Road Surbiton,E0034622,Southborough,-0.3022,51.37892,active
490013629E,Thornhill Road,E0034499,Ickenham,-0.45418,51.56532,active
490013629W,Thornhill Road,E0034499,Ickenham,-0.45547,51.56514,active
490013630W,King Edward Avenue/ Thorn Lane,E0034469,Rainham,0.21372,51.52577,active
490013632H,Thornton Heath Pond,N0075216,Broad Green,-0.1143,51.39298,active
490013632J,Thornton Heath Pond,N0075216,Broad Green,-0.11428,51.39284,active
490013632G,Thornton Heath Pond,N0075216,Broad Green,-0.11334,51.39236,active
490013634L,Nursery Road,E0034239,Thornton Heath,-0.09353,51.39743,active
490013635L,Thornton Heath Pond / Fairlands Avenue,N0075216,Broad Green,-0.11512,51.39341,active
490013635K,Thornton Heath Pond / Fairlands Avenue,N0075216,Broad Green,-0.11573,51.39291,active
490013636N,Thornton Road,N0060705,St Helier,-0.17386,51.38407,active
490013636S,Thornton Road,N0060705,St Helier,-0.17353,51.38383,active
490013632W,Thornton Heath Bus Garage,N0075216,Broad Green,-0.1142,51.39238,active
490013632S,Thornton Heath Bus Garage,N0075216,Broad Green,-0.11381,51.39279,active
490013639E,Thorogood Gardens,N0060321,Stratford,0.00908,51.54688,active
490013640W,Thorogood Way,E0034472,South Hornchurch,0.17881,51.53468,active
490013640E,Thorogood Way,E0034472,South Hornchurch,0.17879,51.53492,active
490013641N,Thorpe Close,N0061225,New Addington,-0.01287,51.33679,active
490013642W,Thorpe Coombe Hospital,E0034880,Upper Walthamstow,-0.00752,51.59106,active
490013643N,Thorpe Hall Road,E0034869,Hale End,-0.00126,51.59622,active
490013643S,Thorpe Hall Road,E0034869,Hale End,-0.00107,51.5969,active
490013645L,Kempton Road,E0034704,East Ham,0.053,51.53474,active
490013646S,Dartmouth Road /Thorpewood Ave,E0034662,Forest Hill,-0.05555,51.43569,active
490013646N,Dartmouth Road /Thorpewood Ave,E0034662,Forest Hill,-0.05669,51.43511,active
490013647N,Thrale Road,E0034894,Furzedown,-0.14253,51.42355,active
490013647S,Thrale Road,E0034894,Furzedown,-0.14209,51.42372,active
490013648S,Three Colts Lane,E0034834,Bethnal Green,-0.05507,51.52527,active
490013648T,Three Colts Lane,E0034834,Bethnal Green,-0.05487,51.5252,active
490013650W2,Three Kings Pond,E0034687,Mitcham,-0.1613,51.40282,active
490013650W1,Three Kings Pond,E0034687,Mitcham,-0.16054,51.40353,active
490013602E,Three Kings Pond,E0034687,Mitcham,-0.16084,51.40219,active
490013650E,Three Kings Pond,E0034687,Mitcham,-0.15924,51.40353,active
490013651H,Benhill Avenue / Throwley Way,N0065114,Sutton,-0.19346,51.36608,active
490013651F,Benhill Avenue / Throwley Way,N0065114,Sutton,-0.19228,51.36688,active
490013652E,Thurleigh Avenue,N0077644,Clapham South,-0.15216,51.45272,active
490013653W,Thurlestone Avenue,N0075229,Fair Cross,0.10003,51.54845,active
490013653E,Thurlestone Avenue,N0075229,Fair Cross,0.09947,51.54837,active
490013654S,Thurloe Gardens,E0034461,Heath Park,0.18476,51.57142,active
490013655Q,Robson Road / Norwood Road,E0034651,West Norwood,-0.10321,51.43376,active
490013655R,Robson Road / Norwood Road,E0034651,West Norwood,-0.10286,51.43373,active
490013656B,Thurlow Park Road,N0065233,Tulse Hill,-0.10579,51.44212,active
490013656C,Thurlow Park Road,N0065233,Tulse Hill,-0.10604,51.4415,active
490013658E,East Street / Thurlow Street,E0034809,Walworth,-0.08611,51.48951,active
490013658W,East Street / Thurlow Street,E0034809,Walworth,-0.08553,51.48951,active
490013660W,Thyra Grove,N0077737,West Finchley,-0.18152,51.61112,active
490013662S2,Tibbet's Corner,E0034899,Putney Heath,-0.22158,51.44873,active
490013662S1,Tibbet's Corner,E0034899,Putney Heath,-0.22228,51.44611,active
490013662N1,Tibbet's Corner,E0034899,Putney Heath,-0.22251,51.44596,active
490013663S,Tiffin School For Girls,N0075230,Ham,-0.30444,51.42504,active
490013663N,Tiffin School For Girls,N0075230,Ham,-0.30538,51.42605,active
490013664C1,Tiffin School / London Road,N0060498,Kingston Upon Thames,-0.29599,51.41075,active
490013665N,Tilbury Road,E0034704,East Ham,0.05577,51.52995,active
490013668S,Tilehurst Road West Sutton,N0065222,West Sutton,-0.22023,51.36355,active
490013668N,Tilehurst Road West Sutton,N0065222,West Sutton,-0.2202,51.36324,active
490013669E,Tilehurst Road,E0034893,Earlsfield,-0.17458,51.44083,active
490013669W,Tilehurst Road,E0034893,Earlsfield,-0.17482,51.44062,active
490013655M,Norwood Road / Robson Road,E0034651,West Norwood,-0.10404,51.4349,active
490013655N,Norwood Road / Robson Road,E0034651,West Norwood,-0.10385,51.43408,active
490013655P,Norwood Road / Robson Road,E0034651,West Norwood,-0.10364,51.43402,active
490013672E,Tilford Avenue,N0061225,New Addington,-0.01524,51.34842,active
490013675S,Tilling Road,E0033991,West Hendon,-0.22555,51.57267,active
490013677W,Timbercroft Lane / Pegwell St.,E0034335,Plumstead Common,0.08761,51.4783,active
490013679J,Times Square,N0065114,Sutton,-0.1919,51.36374,active
490013680W,Ramsden Road / Tintagel Road,E0034139,Ramsden,0.11478,51.37728,active
490013681S,Tipthorpe Road,E0034892,Clapham Junction,-0.15513,51.46565,active
490013681E,Tipthorpe Road,E0034892,Clapham Junction,-0.1564,51.46552,active
490013682E,Titchfield Road,E0034298,Enfield Lock,-0.03374,51.6715,active
490013683W,Alexandra Avenue (HA2),N0061160,South Harrow,-0.36452,51.56417,active
490013683E,Alexandra Avenue (HA2),N0061160,South Harrow,-0.36596,51.56394,active
490013685S,Tithe Walk,E0033976,Mill Hill,-0.23824,51.60392,active
490013686E,Tivoli Road,E0034224,Norwood New Town,-0.10305,51.42268,active
490010452W2,Tivoli Road,E0034224,Norwood New Town,-0.1011,51.42257,active
490013688W,Mead Way / Tollers Lane,N0060481,Old Coulsdon,-0.12465,51.30586,active
490013689S,Tollers Lane / The Crossways,N0060481,Old Coulsdon,-0.12346,51.30343,active
490013691E,Tollgate Rd/Woolwich Manor Way,E0034699,Beckton,0.06042,51.51648,active
490013691F,Tollgate Rd/Woolwich Manor Way,E0034699,Beckton,0.06012,51.51683,active
490013692N,Tollington Park Holloway,N0075232,Holloway,-0.11797,51.56291,active
490013692S,Tollington Park Holloway,N0075232,Holloway,-0.11935,51.56438,active
490013693S,Tollington Park,N0075232,Holloway,-0.11112,51.56887,active
490013693N,Tollington Park,N0075232,Holloway,-0.11149,51.56896,active
490013694S,Tollington Road,N0075232,Holloway,-0.11595,51.55552,active
490013695S,Sobell Centre,N0075232,Holloway,-0.11303,51.55818,active
490008368S,Sobell Centre,N0075232,Holloway,-0.11191,51.55799,active
490013697K,Tolworth Broadway,E0034625,Tolworth,-0.28301,51.38218,active
490013697J,Tolworth Broadway,E0034625,Tolworth,-0.2827,51.3822,active
490013697F,Tolworth Broadway,E0034625,Tolworth,-0.28137,51.37991,active
490013697G,Tolworth Broadway,E0034625,Tolworth,-0.28211,51.38031,active
490013699S,Tolworth Hospital,E0034625,Tolworth,-0.29083,51.3794,active
490013699N,Tolworth Hospital,E0034625,Tolworth,-0.29038,51.38041,active
490000782Z,Sevenoaks Road,E0034128,Orpington,0.09518,51.36828,active
490013700R,Tolworth / King Charles Road,E0034625,Tolworth,-0.28831,51.38337,active
490013701N,Tolworth Roundabout,E0034625,Tolworth,-0.27948,51.37915,active
490013701C,Tolworth Roundabout,E0034625,Tolworth,-0.2795,51.37975,active
490013702E,Tolworth Tower,E0034625,Tolworth,-0.28064,51.38074,active
490013703N,Tom Cribb Road,N0075254,Thamesmead West,0.07987,51.4927,active
490013703S,Tom Cribb Road,N0075254,Thamesmead West,0.08031,51.49257,active
490013704S,Tomswood Hill,N0060444,Fulwell Cross,0.08448,51.59578,active
490013704N,Tomswood Hill,N0060444,Fulwell Cross,0.0843,51.5958,active
490013705N,Tonfield Road,N0060708,Rosehill,-0.20537,51.38329,active
490013702D,Tolworth Tower / Tolworth Station,E0034625,Tolworth,-0.27973,51.38034,active
490013707J,Tonsley Street,E0034912,Wandsworth,-0.18978,51.45952,active
490013707K,Tonsley Street,E0034912,Wandsworth,-0.19016,51.45949,active
490013709R,Tooting / The Mitre,E0034908,Tooting,-0.16438,51.42542,active
490013709S,Tooting / The Mitre,E0034908,Tooting,-0.16348,51.42448,active
490013711E,Tooting Bec Athletics Track,E0034906,Streatham Park,-0.14596,51.43121,active
490013711W,Tooting Bec Athletics Track,E0034906,Streatham Park,-0.1471,51.43126,active
490013712E,Tooting Bec Lido,E0034906,Streatham Park,-0.14077,51.43074,active
490013712W,Tooting Bec Lido,E0034906,Streatham Park,-0.14115,51.43065,active
490013713W,Woodfield Avenue,E0034643,Streatham,-0.13777,51.43376,active
490013713S,Woodfield Avenue,E0034643,Streatham,-0.13613,51.43347,active
490013714S,Toplocks Estate / Glade Lane,E0034271,Norwood Green,-0.36415,51.50303,active
490013715N,Mcnair Road,E0034271,Norwood Green,-0.36527,51.50239,active
490013814W,Mcnair Road,E0034271,Norwood Green,-0.3644,51.50152,active
490013716N2,Torriano Primary School,N0065166,Kentish Town,-0.13212,51.54894,active
490013717W,Torridon Road,E0034665,Hither Green,-0.00291,51.44502,active
490013717E,Torridon Road,E0034665,Hither Green,-0.00149,51.44515,active
490013718B,Torrington Park,N0060479,North Finchley,-0.17689,51.61674,active
490013721S,Torrington Road,N0075248,Ruislip Manor,-0.40772,51.56714,active
490013721N,Torrington Road,N0075248,Ruislip Manor,-0.40893,51.56805,active
490013722E,Tor Road,E0034014,East Wickham,0.11924,51.47225,active
490013722W,Tor Road,E0034014,East Wickham,0.11812,51.47193,active
490013723S,Plumstead Cemetery,E0034014,East Wickham,0.11487,51.47564,active
490013723Z,Plumstead Cemetery,E0034014,East Wickham,0.11477,51.47555,active
490013724E,Beale Close,N0065115,Palmers Green,-0.09784,51.61185,active
490013724Z,Beale Close,N0065115,Palmers Green,-0.09814,51.61183,active
490013726K,Tottenham Bus Garage,N0065198,Seven Sisters,-0.07181,51.58857,active
490013726L,Tottenham Bus Garage,N0065198,Seven Sisters,-0.0714,51.58849,active
490013727W,Haringey Sixth Form College,E0034412,Tottenham,-0.07347,51.60506,active
490013727E,Haringey Sixth Form College,E0034412,Tottenham,-0.07435,51.60515,active
490013728E,Tottenham Cemetery,E0034412,Tottenham,-0.07929,51.60509,active
490013728W,Tottenham Cemetery,E0034412,Tottenham,-0.07955,51.60497,active
490013730T,Tottenham High Road,N0061137,Northumberland Park,-0.06418,51.60622,active
490013731E,Tottenham High Rd/Lansdowne Rd,E0034412,Tottenham,-0.06666,51.59867,active
490013731F,Tottenham High Rd/Lansdowne Rd,E0034412,Tottenham,-0.06765,51.59852,active
490013732R,Tottenham High Road / High Cross,N0065198,Seven Sisters,-0.06947,51.58895,active
490013733V,Tottenham Hotspur Football Club,E0034412,Tottenham,-0.0677,51.6029,active
490013733R,Tottenham Hotspur Football Club,E0034412,Tottenham,-0.06807,51.60367,active
490013734E,Tottenham Lane,E0034405,Hornsey Vale,-0.11869,51.58294,active
490013736T,Tottenham Police Station,N0065127,Bruce Grove,-0.06988,51.59125,active
490013736N,Tottenham Police Station,N0065127,Bruce Grove,-0.07026,51.59039,active
490013736Z,Tottenham Police Station,N0065127,Bruce Grove,-0.0698,51.59184,active
490013738S,Tottenham Sports Centre,E0034412,Tottenham,-0.06756,51.60179,active
490013738N,Tottenham Sports Centre,E0034412,Tottenham,-0.06791,51.60202,active
490015083G,College of North East London,N0061136,South Tottenham,-0.0716,51.5857,active
490015083E,College of North East London,N0061136,South Tottenham,-0.07199,51.58502,active
490013741W,Totteridge Green,E0033988,Totteridge,-0.19518,51.63016,active
490013742E,Totteridge War Memorial,E0033988,Totteridge,-0.20155,51.63381,active
490013742W,Totteridge War Memorial,E0033988,Totteridge,-0.20122,51.63345,active
490013744L,Tower Bridge,N0077694,London Bridge,-0.07674,51.50366,active
490013744P,Tower Bridge,N0077694,London Bridge,-0.0768,51.50327,active
490013745S,Boss Street,E0034789,Bermondsey,-0.07638,51.5017,active
490013745T,Boss Street,E0034789,Bermondsey,-0.07731,51.50212,active
490013746K,Tower Bridge Road,N0077694,London Bridge,-0.07798,51.50272,active
490013746D,Tower Bridge Road,N0077694,London Bridge,-0.07932,51.50184,active
490013748W,Tower Road,E0033999,Bexleyheath,0.14993,51.45762,active
490013749N,Sevenoaks Road / Tower Road,E0034128,Orpington,0.09532,51.36738,active
490013749S,Sevenoaks Road / Tower Road,E0034128,Orpington,0.09574,51.36795,active
490013750E,Towfield Road,N0060701,Hanworth,-0.38126,51.44348,active
490013750W,Towfield Road,N0060701,Hanworth,-0.38064,51.44291,active
490013751N,Townfield Road,E0034492,Hayes,-0.42015,51.51264,active
490013751S,Townfield Road,E0034492,Hayes,-0.41998,51.51295,active
490013754N,Townley Grammar School,E0033999,Bexleyheath,0.14037,51.45124,active
490013754S,Townley Grammar School,E0033999,Bexleyheath,0.13918,51.45007,active
490013755S,Townley Road,N0060436,Dulwich Village,-0.08346,51.45588,active
490013755N,Townley Road,N0060436,Dulwich Village,-0.08468,51.45519,active
490013756Y,Montagu Road Zambezie Drive,E0034304,Lower Edmonton,-0.04839,51.62285,active
490013756Z,Montagu Road Zambezie Drive,E0034304,Lower Edmonton,-0.04835,51.62262,active
490013757E,Townsend Avenue,E0034521,Yeading,-0.40872,51.53432,active
490013757W,Townsend Avenue,E0034521,Yeading,-0.40851,51.53417,active
490013758E,Townsend Lane,E0034052,Kingsbury,-0.25618,51.58241,active
490013758W,Townsend Lane,E0034052,Kingsbury,-0.25761,51.58221,active
490013760E,Towpath Way,E0034246,Woodside,-0.0792,51.38925,active
490013760W,Towpath Way,E0034246,Woodside,-0.07964,51.38939,active
490013761W,Trafalgar Avenue,N0065185,Old Kent Road,-0.07311,51.48648,active
490013761EE,Trafalgar Avenue,N0065185,Old Kent Road,-0.07279,51.48651,active
490013763S,Trafalgar Court,E0034694,West Barnes,-0.23581,51.40459,active
490013763N,Trafalgar Court,E0034694,West Barnes,-0.23574,51.40512,active
490013764S,Trafalgar Estate,E0034328,Greenwich,-0.00198,51.48325,active
490013764T,Trafalgar Estate,E0034328,Greenwich,-0.00275,51.48293,active
490013765N,Trafalgar Rd / Prince Of Wales,E0034781,Strawberry Hill,-0.34697,51.44026,active
490013765S,Trafalgar Rd / Prince Of Wales,E0034781,Strawberry Hill,-0.34767,51.43954,active
490013770S,Tramway Avenue,E0034310,Ponders End,-0.05211,51.63533,active
490013770N,Tramway Avenue,E0034310,Ponders End,-0.05191,51.63578,active
490013771W,Tranquil Vale,E0034656,Blackheath,0.00726,51.46671,active
490013774E,Traps Lane,E0034606,Coombe,-0.26221,51.41681,active
490013774W,Traps Lane,E0034606,Coombe,-0.26321,51.41664,active
490013777O,Treaty Centre,N0060455,Hounslow,-0.36212,51.46752,active
490013777P,Treaty Centre,N0060455,Hounslow,-0.36306,51.46728,active
490013777S,Treaty Centre,N0060455,Hounslow,-0.364,51.46698,active
490013777Q,Treaty Centre,N0060455,Hounslow,-0.36433,51.46706,active
490013777R,Treaty Centre,N0060455,Hounslow,-0.36369,51.46704,active
490013779N,Tredegar Road,E0034853,Old Ford,-0.02379,51.53249,active
490013779S,Tredegar Road,E0034853,Old Ford,-0.02329,51.53214,active
490013780E,Trederwen Road,E0034350,Haggerston,-0.06291,51.53801,active
490013780W,Trederwen Road,E0034350,Haggerston,-0.06204,51.53825,active
490013781N,Tree Road,N0075225,Custom House,0.03222,51.51226,active
490013781S,Tree Road,N0075225,Custom House,0.03188,51.51302,active
490013782N,Treewall Gardens,E0034663,Grove Park,0.02105,51.42623,active
490013782S,Treewall Gardens,E0034663,Grove Park,0.0221,51.42566,active
490013783E,Trelawney Road,E0034724,Fairlop,0.08966,51.60319,active
490013783W,Trelawney Road,E0034724,Fairlop,0.08893,51.60291,active
490013784S,Tremadoc Road,N0065131,Clapham North,-0.12917,51.46232,active
490013784N,Tremadoc Road,N0065131,Clapham North,-0.12943,51.46192,active
490013785BD,Felmingham Road,E0034067,Anerley,-0.05879,51.40509,active
490013785BC,Felmingham Road,E0034067,Anerley,-0.05977,51.40477,active
490013786S,Trenholme Road,N0065189,Penge & Sydenham,-0.06411,51.41616,active
490013787S,Trent Country Park,E0034302,Hadley Wood,-0.15196,51.65451,active
490013787N,Trent Country Park,E0034302,Hadley Wood,-0.1527,51.65569,active
490013789E,Trent Park Golf Course,N0060480,Oakwood,-0.12923,51.64931,active
490013789W,Trent Park Golf Course,N0060480,Oakwood,-0.12874,51.64944,active
490013790N,Freston Gardens,N0060480,Oakwood,-0.1477,51.64823,active
490013790D,Freston Gardens,N0060480,Oakwood,-0.1471,51.64727,active
490013791S,Tressillian Road,E0034658,Brockley,-0.02849,51.46254,active
490013793E,Trevor Close,E0034779,St Margarets,-0.33483,51.46019,active
490013795N,Trinder Road,E0033951,Chipping Barnet,-0.21699,51.64727,active
490013795Z,Trinder Road,E0033951,Chipping Barnet,-0.21709,51.64743,active
490013797S,Tring Avenue,N0075255,Tokyngton,-0.28148,51.55002,active
490013797N,Tring Avenue,N0075255,Tokyngton,-0.28164,51.54986,active
490013799E,Trinity Avenue,E0033958,East Finchley,-0.17397,51.591,active
490013799W,Trinity Avenue,E0033958,East Finchley,-0.17364,51.59078,active
490013801E,Trinity Church,E0034335,Plumstead Common,0.07288,51.48196,active
490013801W,Trinity Church,E0034335,Plumstead Common,0.07373,51.48154,active
490013803E,Royal Trinity Hospice,N0065132,Clapham,-0.14593,51.46172,active
490013804E,Trinity Park,N0065200,South Chingford,-0.02548,51.60584,active
490013804W,Trinity Park,N0065200,South Chingford,-0.02477,51.60515,active
490013805E,Southall Trinity Road,E0034273,Southall,-0.38667,51.51271,active
490013805W,Southall Trinity Road,E0034273,Southall,-0.38662,51.51248,active
490013806E,Trinity Road Wimbledon,E0034698,South Wimbledon,-0.19668,51.42417,active
490013806W,Trinity Road Wimbledon,E0034698,South Wimbledon,-0.19834,51.42379,active
490013807W,The Polka Theatre,E0034698,South Wimbledon,-0.19527,51.41938,active
490013807E,The Polka Theatre,E0034698,South Wimbledon,-0.19588,51.41942,active
490013809S,Trinity Street / The Roebuck,E0034790,The Borough,-0.09133,51.49904,active
490013809N,Trinity Street / The Roebuck,E0034790,The Borough,-0.09077,51.49833,active
490013810E,Troopers Drive,E0034464,Noak Hill,0.21974,51.61279,active
490013813E,Trowbridge Estate,E0034349,Hackney Wick,-0.02893,51.54733,active
490013813W,Trowbridge Estate,E0034349,Hackney Wick,-0.02784,51.54764,active
490013814E,Trubshaw Road,E0034271,Norwood Green,-0.36484,51.50146,active
490013815S,Truesdale Drive,E0034488,Harefield,-0.48155,51.58907,active
490013815N,Truesdale Drive,E0034488,Harefield,-0.48147,51.58938,active
490013817W,Tubbenden Lane South,E0034097,Farnborough,0.07374,51.35954,active
490013817E,Tubbenden Lane South,E0034097,Farnborough,0.07485,51.3595,active
490013818H,Tubbenden Lane,E0034128,Orpington,0.09134,51.37185,active
490013818J,Tubbenden Lane,E0034128,Orpington,0.09145,51.37176,active
490013820N,Sherlies Avenue,E0034128,Orpington,0.08887,51.37118,active
490003808S,Tubbenden Lane Crofton,E0034088,Crofton,0.08011,51.36473,active
490013825E1,Southlands Avenue,E0034097,Farnborough,0.08483,51.36057,active
490013825Z,Southlands Avenue,E0034097,Farnborough,0.08143,51.36151,active
490013826G,Nightingale Road,E0034047,Harlesden,-0.24225,51.53438,active
490013827S,Tudor Crescent,E0034727,Hainault,0.08362,51.6059,active
490013829E,Dudley Drive,N0061139,Morden Park,-0.21238,51.38634,active
490013830E,Aragon School,N0061139,Morden Park,-0.21786,51.389,active
490013830W,Aragon School,N0061139,Morden Park,-0.2185,51.389,active
490013831S,Tudor Estate,N0075241,Park Royal,-0.27528,51.53657,active
490013831N,Tudor Estate,N0075241,Park Royal,-0.27564,51.53659,active
490013833E,Tudor Road (E6),E0034715,Upton Park,0.03629,51.53338,active
490013834W,Tudor Road Upney,E0033939,Upney,0.0981,51.53568,active
490013834E,Tudor Road Upney,E0033939,Upney,0.10026,51.53577,active
490013836F,Tufnell Park Road,N0075232,Holloway,-0.12166,51.55914,active
490013837D,Tufnell Park Road / Odeon Cinema,N0075232,Holloway,-0.12179,51.55821,active
490013839A,Tulse Hill Hotel,N0065233,Tulse Hill,-0.10763,51.44136,active
490013840R,Tunnel Avenue,E0034328,Greenwich,0.00855,51.49027,active
490013840Q,Tunnel Avenue,E0034328,Greenwich,0.00877,51.49045,active
490013841E,Tunstock Way,N0075253,Thamesmead South,0.13784,51.49043,active
490013841W,Tunstock Way,N0075253,Thamesmead South,0.13638,51.49021,active
490013843N,Turkey Street,E0034285,Bulls Cross,-0.05366,51.67371,active
490013843S,Turkey Street,E0034285,Bulls Cross,-0.05311,51.67354,active
490013845E,Turner Road,E0034058,Queensbury,-0.28579,51.59666,active
490013845W,Turner Road,E0034058,Queensbury,-0.28616,51.59651,active
490013847N,Turney Road,E0034631,Herne Hill,-0.09648,51.44698,active
490013847S,Turney Road,E0034631,Herne Hill,-0.09555,51.44621,active
490013850RR,Chiswick Lane,E0034563,Turnham Green,-0.25348,51.49274,active
490013850OO,Chiswick Lane,E0034563,Turnham Green,-0.2541,51.49285,active
490013851S,Turnham Road,E0034658,Brockley,-0.04327,51.45987,active
490013851N,Turnham Road,E0034658,Brockley,-0.04379,51.46026,active
490013853L,Elmhurst Road,N0065127,Bruce Grove,-0.07303,51.59669,active
490013233N,Elmhurst Road,N0065127,Bruce Grove,-0.07209,51.5961,active
490013855S1,Westmoreland Terrace / Sutherland Row,E0034943,Pimlico,-0.14676,51.48931,active
4900013855N1,Westmoreland Terrace / Sutherland Row,E0034943,Pimlico,-0.14665,51.48908,active
490013856S,Bromley Common / Turpington Lane,E0034076,Bromley Common,0.04029,51.3826,active
490013856N,Bromley Common / Turpington Lane,E0034076,Bromley Common,0.03934,51.38358,active
490016353W,Twelvetrees Crescent,N0075217,Bromley,-0.00529,51.52096,active
490013859S,Twelvetrees Crescent,N0075217,Bromley,-0.01019,51.52272,active
490013861A,Twickenham / Albany,E0034783,Twickenham,-0.33161,51.44942,active
490013865N,The Prince Albert / Twickenham,E0034781,Strawberry Hill,-0.34423,51.44203,active
490013865S,The Prince Albert / Twickenham,E0034781,Strawberry Hill,-0.34328,51.44236,active
490013868E,Twickenham Golf Centre,N0060439,Fulwell,-0.37147,51.43747,active
490013868W,Twickenham Golf Centre,N0060439,Fulwell,-0.37189,51.4373,active
490013869N,Twickenham Green,E0034781,Strawberry Hill,-0.34092,51.44393,active
490013869E,Twickenham Green,E0034781,Strawberry Hill,-0.34124,51.4446,active
490013869S,Twickenham Green,E0034781,Strawberry Hill,-0.34089,51.4439,active
490013869W,Twickenham Green,E0034781,Strawberry Hill,-0.34197,51.44438,active
490013870E,London Road / Twickenham,E0034783,Twickenham,-0.32929,51.44831,active
490013871F,London Road / Twickenham,E0034783,Twickenham,-0.32918,51.44852,active
490013872W,Briar Close,E0034779,St Margarets,-0.33261,51.46034,active
490013873W,Twickenham Stadium,E0034783,Twickenham,-0.3398,51.45467,active
490013873W2,Twickenham Stadium,E0034783,Twickenham,-0.33925,51.45498,active
490013875W,Tayben Avenue,E0034786,Whitton,-0.34306,51.454,active
490013875E,Tayben Avenue,E0034786,Whitton,-0.34216,51.45423,active
490013876S,Twickenham Tesco,E0034779,St Margarets,-0.33971,51.45904,active
490013877W,Twyford Abbey Road,N0075241,Park Royal,-0.28108,51.53441,active
490013877E,Twyford Abbey Road,N0075241,Park Royal,-0.28002,51.53478,active
490013878H,Bispham Road,N0077672,Hanger Lane,-0.29014,51.53156,active
