ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490013879W,Twyford Avenue Acton,E0034247,Acton,-0.28204,51.50856,active
490013879R,Twyford Avenue Acton,E0034247,Acton,-0.2815,51.50865,active
490013880L,Twyford Avenue,E0033958,East Finchley,-0.16003,51.59008,active
490013882S,Twyford Crescent,E0034247,Acton,-0.2811,51.50915,active
490013882N,Twyford Crescent,E0034247,Acton,-0.28126,51.50933,active
490013884F,Tylecroft Road,E0034222,Norbury,-0.12174,51.40822,active
490013884G,Tylecroft Road,E0034222,Norbury,-0.12159,51.40765,active
490013886S,Tylney Road,E0034161,Widmore,0.03612,51.40071,active
490013888N,Tyrawley Road,E0034391,Walham Green,-0.19231,51.47747,active
490013888S,Tyrawley Road,E0034391,Walham Green,-0.19233,51.4778,active
490013889E,Tyrwhitt Road,E0034658,Brockley,-0.02614,51.4625,active
490013889W,Tyrwhitt Road,E0034658,Brockley,-0.02531,51.46235,active
490013890W,Tyrwhitt Road/St Johns Station,E0034674,St Johns,-0.02298,51.46762,active
490013891N,Tysoe Street,E0034170,Finsbury,-0.10962,51.52623,active
490013892W,Windermere Road (SW15),N0075235,Kingston Vale,-0.25857,51.42935,active
490013893W,Ulster Gardens,N0065115,Palmers Green,-0.09181,51.61609,active
490013893E,Ulster Gardens,N0065115,Palmers Green,-0.09251,51.61636,active
490013894S,Ulundi Road,E0034328,Greenwich,0.00846,51.48131,active
490013894N,Ulundi Road,E0034328,Greenwich,0.00821,51.48195,active
490013891S,Finsbury Town Hall,E0034170,Finsbury,-0.10807,51.52711,active
490013896W,Undercliff Road,E0034674,St Johns,-0.02161,51.4667,active
490013896E,Undercliff Road,E0034674,St Johns,-0.0196,51.46601,active
490013897W,Underhill,E0033951,Chipping Barnet,-0.19179,51.6478,active
490013904S,Underhill,E0033951,Chipping Barnet,-0.19243,51.64742,active
490013897N,Underhill,E0033951,Chipping Barnet,-0.19136,51.64814,active
490013897Z,Underhill,E0033951,Chipping Barnet,-0.19196,51.64779,active
490013899S,Underhill Road,E0034795,Honor Oak,-0.066,51.44352,active
490000786Z,Leander Court,E0034623,Surbiton,-0.31035,51.38879,active
490013900S,Underhill Road East Dulwich,N0060437,East Dulwich,-0.06976,51.45389,active
490013900N,Underhill Road East Dulwich,N0060437,East Dulwich,-0.06913,51.4549,active
490013899N,Underhill Road / Melford Road,E0034795,Honor Oak,-0.0661,51.44394,active
490013902E1,Friern Road Honor Oak,E0034795,Honor Oak,-0.06684,51.45323,active
490013902W,Friern Road Honor Oak,E0034795,Honor Oak,-0.06737,51.45344,active
490013905S,Underwood Road,N0060404,Whitechapel,-0.06401,51.52121,active
490013906N,Uneeda Drive,E0034263,Greenford,-0.34431,51.53993,active
490013907N,Union Road,E0034642,Stockwell,-0.12728,51.4684,active
490013907S,Union Road,E0034642,Stockwell,-0.12553,51.46961,active
490013908N,Union Road Clapham,N0065131,Clapham North,-0.13589,51.47191,active
490013908S,Union Road Clapham,N0065131,Clapham North,-0.13474,51.47245,active
490018796S,Union Street Barnet,N0060454,High Barnet,-0.20698,51.65332,active
490013909E,Union Street Barnet,N0060454,High Barnet,-0.20731,51.65304,active
490013909W,Union Street Barnet,N0060454,High Barnet,-0.20844,51.65293,active
490013910H,Union Street,E0034790,The Borough,-0.09222,51.5024,active
490013910G,Union Street,E0034790,The Borough,-0.09203,51.50304,active
490013917T,Uphill Road,E0033976,Mill Hill,-0.24515,51.61769,active
490013917U,Uphill Road,E0033976,Mill Hill,-0.24489,51.61833,active
490013918N,Upland Road Peckham,N0065188,Peckham Rye,-0.06725,51.45751,active
490013918S,Upland Road Peckham,N0065188,Peckham Rye,-0.06782,51.45656,active
490013919N,Upland Road,N0060436,Dulwich Village,-0.07242,51.44694,active
490013919S,Upland Road,N0060436,Dulwich Village,-0.07202,51.44646,active
490013920S,Upland Road Croydon,E0034235,South Croydon,-0.09781,51.36008,active
490013920N,Upland Road Croydon,E0034235,South Croydon,-0.0981,51.36057,active
490013921S,Uplands,E0034069,Beckenham,-0.03003,51.40348,active
490013921N,Uplands,E0034069,Beckenham,-0.03009,51.40385,active
490013922N,Uplands Road,E0034405,Hornsey Vale,-0.1115,51.58081,active
490013923N,Upminster Park Estate,E0034453,Cranham,0.2689,51.57067,active
490013924W,Tudor Gardens,E0034474,Upminster,0.2541,51.55673,active
490013924E,Tudor Gardens,E0034474,Upminster,0.25365,51.55671,active
490013925S,Upminster Tithe Barn Museum,E0034453,Cranham,0.25493,51.56619,active
490013925N,Upminster Tithe Barn Museum,E0034453,Cranham,0.25551,51.56722,active
490013926W,Upminster Windmill,E0034474,Upminster,0.24181,51.55768,active
490013926E,Upminster Windmill,E0034474,Upminster,0.24237,51.55767,active
490013927N,Perrymans Farm Road,E0034738,Newbury Park,0.08345,51.57546,active
490013929N,Upper Beulah Hill,E0034240,Upper Norwood,-0.08809,51.4119,active
490013929E,Upper Beulah Hill,E0034240,Upper Norwood,-0.08607,51.41267,active
490013929W,Upper Beulah Hill,E0034240,Upper Norwood,-0.08762,51.41248,active
490013929S,Upper Beulah Hill,E0034240,Upper Norwood,-0.0888,51.41267,active
490013930S,Upper Brentwood Rd/Gallows Cnr,E0034455,Gidea Park,0.21086,51.59149,active
490013930E,Upper Brentwood Rd/Gallows Cnr,E0034455,Gidea Park,0.21052,51.59151,active
490013932N,Upper Elmers End Road,E0034094,Eden Park,-0.02392,51.38815,active
490013934N,Blackfriars Station / South Entrance,N0060501,Southwark,-0.10462,51.5088,active
490013934S,Blackfriars Station / South Entrance,N0060501,Southwark,-0.1043,51.50821,active
490013936E,Upper North Street,E0034854,Poplar,-0.02141,51.5109,active
490013936W,Upper North Street,E0034854,Poplar,-0.02038,51.51074,active
490013938E,Upper Norwood Recreation Ground,E0034240,Upper Norwood,-0.08901,51.41689,active
490013939S,Upper Park Road,E0034172,Gospel Oak,-0.16172,51.54875,active
490013939N,Upper Park Road,E0034172,Gospel Oak,-0.1628,51.54922,active
490013941S,Huntingfield Road,E0034898,Putney,-0.23845,51.46418,active
490013943S,Upper Road / Grange Road,E0034709,Plaistow,0.01802,51.52596,active
490013945W,Upper Shirley Road,E0034234,Shirley,-0.05526,51.37375,active
490013945E,Upper Shirley Road,E0034234,Shirley,-0.05459,51.37392,active
490013946N,Upper Sutton Lane,E0034543,Heston,-0.37239,51.48002,active
490013946S,Upper Sutton Lane,E0034543,Heston,-0.3719,51.47924,active
490013947N,Woffington Close,E0034762,Hampton Wick,-0.31425,51.41637,active
490013947S,Woffington Close,E0034762,Hampton Wick,-0.31474,51.41706,active
490013948S,Upper Tooting Park / Trinity Road,E0034911,Upper Tooting,-0.16425,51.43998,active
490013949N,Upper Tooting Park / Balham High Road,N0077725,Tooting Bec,-0.15661,51.43869,active
490013949S,Upper Tooting Park / Balham High Road,N0077725,Tooting Bec,-0.15604,51.43911,active
490013950N,Upper Tulse Hill,N0065233,Tulse Hill,-0.11203,51.44533,active
490013950S,Upper Tulse Hill,N0065233,Tulse Hill,-0.11121,51.44458,active
490013952S,Upper Woodcote Village,E0034245,Woodcote,-0.13918,51.33364,active
490013952N,Upper Woodcote Village,E0034245,Woodcote,-0.1395,51.33351,active
490013956LL,Upton Gardens,E0034425,Kenton,-0.31453,51.58334,active
490013957E,Upton Lane,E0034718,West Ham,0.02276,51.53716,active
490013957W,Upton Lane,E0034718,West Ham,0.02042,51.53677,active
490013958F,Upton Park / Boleyn,E0034715,Upton Park,0.03787,51.53066,active
490015134N,Upton Park / Boleyn,E0034715,Upton Park,0.03762,51.5309,active
490013959E,Upton Park / Priory Road,E0034715,Upton Park,0.03994,51.53063,active
490013959W,Upton Park / Priory Road,E0034715,Upton Park,0.04127,51.53072,active
490013960W,Upton Road Bexleyheath,E0033999,Bexleyheath,0.13194,51.45839,active
490013960E,Upton Road Bexleyheath,E0033999,Bexleyheath,0.13259,51.45838,active
490013961N,Upton Road Bexley,N0060491,Bexley,0.13786,51.44947,active
490013965W,University of Cumbria in London,E0034854,Poplar,-0.02425,51.51122,active
490013965E,University of Cumbria in London,E0034854,Poplar,-0.02512,51.51146,active
490013966J,Beal Road,E0034730,Ilford,0.06819,51.5619,active
490013311U,Beal Road,E0034730,Ilford,0.06746,51.56325,active
490013967S,Uxbridge College,E0034515,Uxbridge,-0.47081,51.5491,active
490013967N,Uxbridge College,E0034515,Uxbridge,-0.47145,51.54818,active
490013968E,Uxbridge High School,E0034515,Uxbridge,-0.47418,51.53732,active
490013968W,Uxbridge High School,E0034515,Uxbridge,-0.4748,51.53717,active
490013969B,Uxbridge High Street,E0034515,Uxbridge,-0.48129,51.54796,active
490013969A,Uxbridge High Street,E0034515,Uxbridge,-0.48142,51.54809,active
490013970N1,Uxbridge Road Hanworth,N0060701,Hanworth,-0.3898,51.43996,active
490013970N2,Uxbridge Road Hanworth,N0060701,Hanworth,-0.38822,51.4415,active
490013971S,Uxbridge Road Harrow Weald,E0034422,Harrow Weald,-0.33939,51.60994,active
490013971N,Monro Gardens,E0034422,Harrow Weald,-0.33962,51.60935,active
490013974S,Crescent Parade,E0034496,Hillingdon,-0.45249,51.53316,active
490013974N,Crescent Parade,E0034496,Hillingdon,-0.45268,51.53387,active
490013975S,Uxbridge Road Hampton,E0034761,Hampton Hill,-0.359,51.42116,active
490013975N,Uxbridge Road Hampton,E0034761,Hampton Hill,-0.3589,51.42239,active
490013976S,Uxbridge Road Surbiton,E0034623,Surbiton,-0.30941,51.39891,active
490013976N,Uxbridge Road Surbiton,E0034623,Surbiton,-0.30927,51.39931,active
490013977H,Church Road / Swift Close,E0034519,Wood End,-0.41741,51.52076,active
490013977G,Church Road / Swift Close,E0034519,Wood End,-0.41753,51.52088,active
490013978C,Whittington Avenue,E0034519,Wood End,-0.42175,51.5234,active
490009069N,Widmore Road,E0034497,Hillingdon Heath,-0.4487,51.52953,active
490013980S,Widmore Road,E0034497,Hillingdon Heath,-0.44842,51.52975,active
490013981W,Valance Avenue,N0075220,Chingford Green,0.0168,51.62738,active
490013981E,Valance Avenue,N0075220,Chingford Green,0.01662,51.62761,active
490013982N,Vale Crescent / Robin Hood,N0075235,Kingston Vale,-0.25679,51.43502,active
490013982S,Vale Crescent / Robin Hood,N0075235,Kingston Vale,-0.25632,51.43518,active
490013985E,Valence Avenue,N0060430,Becontree,0.13067,51.56214,active
490013985W,Valence Avenue,N0060430,Becontree,0.13164,51.56149,active
490013986W,Valentine Avenue,N0065205,St Marys,0.13242,51.43848,active
490013987W,Valentine Road,N0065201,South Hackney,-0.04685,51.54356,active
490013987S,Valentine Road,N0065201,South Hackney,-0.04489,51.54426,active
490013988S,Valentines Park,N0060703,Cranbrook,0.06584,51.56704,active
490013988N,Valentines Park,N0060703,Cranbrook,0.06525,51.56767,active
490013989N,Valentines Way,E0033931,Beacontree Heath,0.17585,51.55803,active
490013989S,Valentines Way,E0033931,Beacontree Heath,0.1761,51.5577,active
490013974E,Long Lane (UB10),E0034496,Hillingdon,-0.45412,51.53338,active
490013974W,Long Lane (UB10),E0034496,Hillingdon,-0.45433,51.5333,active
490013992A,York Way / Freight Lane,E0034566,Barnsbury,-0.12482,51.53984,active
490013993W,Downham Way / Valeswood Road,E0034661,Downham,0.00766,51.4247,active
490013995S,Valiant Close,E0034451,Collier Row,0.15669,51.59271,active
490013995N,Valiant Close,E0034451,Collier Row,0.15639,51.59307,active
490013997L,Valley Drive,E0034052,Kingsbury,-0.27421,51.58603,active
490013997M,Valley Drive,E0034052,Kingsbury,-0.27471,51.58593,active
490013998E,Valley Road Streatham Common,E0034644,Streatham Common,-0.12496,51.4235,active
490013998W,Valley Road Streatham Common,E0034644,Streatham Common,-0.1233,51.42327,active
490013999S,Leigham Court Road / Valley Road,E0034651,West Norwood,-0.11661,51.43272,active
490000787Z,Burlington Court,E0034623,Surbiton,-0.31094,51.38777,active
490014000S,Valley Road Shortlands,E0034142,Shortlands,0.00319,51.404,active
490012121N,Valley Road Shortlands,E0034142,Shortlands,0.00425,51.40301,active
490014002E,Shortlands Village / Valley School,N0075219,Bromley Park,0.00472,51.40685,active
490001248A,Shortlands Village / Valley School,N0075219,Bromley Park,0.00325,51.40639,active
490014004Y,Valmar Road,N0060434,Camberwell,-0.09382,51.47153,active
490014004X,Valmar Road,N0060434,Camberwell,-0.09361,51.47163,active
490014005E,Vanbrugh Park Road,E0034328,Greenwich,0.01122,51.47882,active
490014005W,Vanbrugh Park Road,E0034328,Greenwich,0.01151,51.47867,active
490014006W,Vancouver Road,E0034666,Honor Oak Park,-0.03382,51.43893,active
490014007E,Vandyke Cross,E0034325,Eltham,0.04188,51.45249,active
490014007W,Greenway (SE9),E0034325,Eltham,0.0401,51.45258,active
490014009N,Vanoc Gardens,E0034663,Grove Park,0.01281,51.4289,active
490014010W,Vantage West,E0034540,Gunnersbury,-0.28845,51.49243,active
490014010E,Vantage West,E0034540,Gunnersbury,-0.28953,51.49245,active
490014011S,Varsity Drive,E0034779,St Margarets,-0.34021,51.45876,active
490014011N,Varsity Drive,E0034779,St Margarets,-0.34095,51.45819,active
490014012S,Vartry Road,N0060451,Harringay,-0.08521,51.57523,active
490014012E,Vartry Road,N0060451,Harringay,-0.08522,51.57561,active
490014013S,Vassall Road (SW9),N0065165,Kennington,-0.11242,51.47606,active
490014013N,Vassall Road (SW9),N0065165,Kennington,-0.11244,51.47731,active
490014013W1,Vassall Road (SW9),N0065165,Kennington,-0.1112,51.47686,active
490014014W1,Vassall Road (SE5),N0060434,Camberwell,-0.10289,51.478,active
490014014E,Vassall Road (SE5),N0060434,Camberwell,-0.10252,51.47797,active
490014015W,Vaughan Avenue,E0034456,Hacton,0.21912,51.55059,active
490014015S,Vaughan Avenue,E0034456,Hacton,0.21833,51.55029,active
490014015N,Vaughan Avenue,E0034456,Hacton,0.21818,51.55049,active
490014016S,The Highway (E1),E0034863,Wapping,-0.06729,51.50861,active
490014016N,The Highway (E1),E0034863,Wapping,-0.06673,51.50766,active
490013999N,Valley Road,E0034643,Streatham,-0.11946,51.43329,active
490014020P,Vauxhall Cross,E0034648,Vauxhall,-0.12338,51.48786,active
490014020S,Vauxhall Cross,E0034648,Vauxhall,-0.12308,51.48751,active
490014021V,Vauxhall Park,E0034648,Vauxhall,-0.12306,51.48354,active
490014021W,Vauxhall Park,E0034648,Vauxhall,-0.12331,51.48373,active
490014022S,Vectis Road,E0034687,Mitcham,-0.149,51.41823,active
490014025W,Brownhill Rd / Wellmeadow Rd,E0034665,Hither Green,0.0032,51.44515,active
490014026S,Verdant Lane / Sandhurst Road,E0034665,Hither Green,0.00408,51.44181,active
490014026N,Verdant Lane / Sandhurst Road,E0034665,Hither Green,0.00408,51.44156,active
490014029NK,Verney Road,N0065185,Old Kent Road,-0.06424,51.48584,active
490014029SL,Verney Road,N0065185,Old Kent Road,-0.06447,51.48556,active
490014031E,Vernon Avenue,N0060704,Woodford,0.02892,51.60449,active
490014031W,Vernon Avenue,N0060704,Woodford,0.02845,51.6045,active
490014033N,Vernon Rd/Leytonstone High Rd,E0034875,Leytonstone,0.00995,51.56524,active
490014034E,Vernon Road,E0034550,Lower Feltham,-0.41867,51.43929,active
490014036V,Vicarage Drive,E0034069,Beckenham,-0.03114,51.40913,active
490014036W,Vicarage Drive,E0034069,Beckenham,-0.031,51.40903,active
490014037E,Vicarage Farm Road,N0065160,Hounslow West,-0.38328,51.47667,active
490014037W,Vicarage Farm Road,N0065160,Hounslow West,-0.38291,51.47643,active
490014039E,Vicarage House,E0034618,Norbiton,-0.29103,51.41008,active
490014039N,Vicarage House,E0034618,Norbiton,-0.29181,51.41018,active
490014040E,Vicarage Primary School,E0034704,East Ham,0.05733,51.52575,active
490014040W,Vicarage Primary School,E0034704,East Ham,0.05794,51.52565,active
490014041N,Becket Avenue,E0034717,Wallend,0.06151,51.52677,active
490014041W,Becket Avenue,E0034717,Wallend,0.06091,51.5266,active
490014042K,North Cray Road /Vicarage Road,N0075239,Old Bexley,0.15292,51.43922,active
490014042L,North Cray Road /Vicarage Road,N0075239,Old Bexley,0.15129,51.43788,active
490014044R,Vicarage Road (E10),N0065232,Leyton,-0.01108,51.56502,active
490014044S,Vicarage Road (E10),N0065232,Leyton,-0.01082,51.56519,active
490014046M,Vicarage Way,E0034434,Rayners Lane,-0.3679,51.57827,active
490014047S,Vicars Bridge,E0034037,Alperton,-0.29656,51.53505,active
490014048E,Victoria & Albert Museum,E0034585,Brompton,-0.17114,51.49619,active
490014048Z,Victoria & Albert Museum,E0034585,Brompton,-0.17239,51.49595,active
490014048Y,Victoria & Albert Museum,E0034585,Brompton,-0.17231,51.49576,active
490014040S,Vicarage Lane,E0034704,East Ham,0.05708,51.52517,active
490014054S,Woodspring Road,E0034902,Southfields,-0.21116,51.43975,active
490014903N,Woodspring Road,E0034902,Southfields,-0.21107,51.44015,active
490014055W,Victoria Gate,E0034942,Paddington,-0.17065,51.51209,active
490014055E,Victoria Gate,E0034942,Paddington,-0.17152,51.51223,active
490014056E,Victoria Recreational Grounds,E0034623,Surbiton,-0.31471,51.38985,active
490014056W,Victoria Recreational Grounds,E0034623,Surbiton,-0.31525,51.38944,active
490014058N,The Chase Clapham,N0065130,Clapham Common,-0.14867,51.46666,active
490014059G,Victoria Road (E13),E0034709,Plaistow,0.02021,51.53117,active
490014060Q1,Victoria Road Edmonton,E0034293,Edmonton,-0.06939,51.61503,active
490014061S,Victoria Road (N22),E0034406,Muswell Hill,-0.13499,51.60007,active
490014061N,Victoria Road (N22),E0034406,Muswell Hill,-0.13427,51.60063,active
490014062S,Victoria Road (E17),E0034880,Upper Walthamstow,-0.00532,51.59444,active
490014062N,Victoria Road (E17),E0034880,Upper Walthamstow,-0.00606,51.59532,active
490014063N,Victoria Road Dagenham,E0033934,Dagenham,0.1632,51.54805,active
490014063S,Victoria Road Dagenham,E0033934,Dagenham,0.16348,51.54811,active
490014064S,Victoria Road (HA4),E0034512,South Ruislip,-0.38046,51.56011,active
490014064N,Victoria Road (HA4),E0034512,South Ruislip,-0.38067,51.5601,active
490014065CV,Victoria Road (N4),N0065143,Crouch Hill,-0.11423,51.57137,active
490014057S2,Westbourne Street / Lancaster Gate Station,N0077690,Lancaster Gate,-0.17484,51.51233,active
490014074N,Victoria Street,E0034020,Lessness Heath,0.14396,51.48267,active
490014075E,Charlton Road / Victoria Way,E0034323,Charlton,0.03296,51.47981,active
490014075W,Charlton Road / Victoria Way,E0034323,Charlton,0.0309,51.47952,active
490014076E,Victor Road,N0060457,Kensal Green,-0.23133,51.53138,active
490014077E,Village Green Road,E0033995,Barnes Cray,0.18688,51.45419,active
490014077W,Village Green Road,E0033995,Barnes Cray,0.18967,51.45445,active
490014078W,Village Green Way,E0034068,Aperfield,0.03899,51.30831,active
490014078S,Village Green Way,E0034068,Aperfield,0.0397,51.30821,active
490014081E1,Wellhouse Road,E0034094,Eden Park,-0.03043,51.39629,active
490014081W1,Wellhouse Road,E0034094,Eden Park,-0.03068,51.39609,active
490014082NN,Village Way/North Circular Rd,E0034055,Neasden,-0.25367,51.55719,active
490014082LL,Village Way/North Circular Rd,E0034055,Neasden,-0.25305,51.55676,active
490014083Q,Village Way / Rayners Lane,E0034434,Rayners Lane,-0.37169,51.57709,active
490014085N,Villa Road,E0034642,Stockwell,-0.11292,51.46742,active
